Season,Matchday,HomeTeam,AwayTeam,HomePos,AwayPos,HW,HD,HL,HGF,HGA,HGD,HPoints,AW,AD,AL,AGF,AGA,AGD,APoints,FTR
2035992,1,che,mbl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h
2035992,1,west,bur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a
2035992,1,tot,mre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h
2035992,1,eve,liv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h
2035992,1,new,kiev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a
2035992,1,lond,bou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h
2035992,1,wat,sou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h
2035992,1,cry,wol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a
2035992,2,liv,wat,14,8,0,0,1,0,2,-2,0,1,0,0,2,1,1,3,a
2035992,2,bou,new,11,13,0,0,1,1,2,-1,0,0,0,1,0,1,-1,0,h
2035992,2,mre,west,12,9,0,0,1,0,1,-1,0,0,0,1,0,1,-1,0,h
2035992,2,mbl,cry,16,15,1,0,0,4,1,3,3,0,0,1,0,3,-3,0,d
2035992,2,sou,lond,10,4,0,0,1,1,2,-1,0,1,0,0,2,1,1,3,a
2035992,2,kiev,che,5,1,1,0,0,1,0,1,3,1,0,0,4,1,3,3,d
2035992,2,wol,tot,2,6,1,0,0,4,1,3,3,1,0,0,1,0,1,3,d
2035992,2,bur,eve,7,3,1,0,0,1,0,1,3,1,0,0,2,0,2,3,d
2035992,3,west,wol,16,4,0,0,2,0,6,-6,0,1,1,0,3,0,3,4,h
2035992,3,sou,bou,13,10,0,0,2,1,3,-2,0,1,0,1,3,2,1,3,d
2035992,3,lond,liv,1,15,2,0,0,3,1,2,6,0,0,2,0,3,-3,0,h
2035992,3,che,new,3,14,1,1,0,4,1,3,4,0,0,2,0,3,-3,0,a
2035992,3,wat,bur,2,8,2,0,0,3,1,2,6,1,1,0,1,0,1,4,a
2035992,3,cry,kiev,11,6,0,1,1,3,6,-3,1,1,1,0,1,0,1,4,a
2035992,3,eve,mre,5,9,1,1,0,2,0,2,4,1,0,1,5,1,4,3,a
2035992,3,tot,mbl,7,12,0,1,1,4,7,-3,1,1,1,0,1,0,1,4,h
2035992,4,mbl,west,15,12,0,1,2,5,11,-6,1,1,0,2,2,7,-5,3,a
2035992,4,new,cry,11,14,1,0,2,4,3,1,3,0,1,2,3,7,-4,1,d
2035992,4,kiev,tot,3,2,2,1,0,2,0,2,7,2,1,0,5,1,4,7,d
2035992,4,liv,sou,16,13,0,0,3,1,6,-5,0,0,1,2,2,4,-2,1,h
2035992,4,wol,eve,7,9,1,1,1,4,2,2,4,1,1,1,3,3,0,4,a
2035992,4,bou,che,8,10,1,1,1,4,3,1,4,1,1,1,4,5,-1,4,a
2035992,4,bur,lond,4,1,2,1,0,3,1,2,7,3,0,0,6,2,4,9,a
2035992,4,mre,wat,5,6,2,0,1,8,2,6,6,2,0,1,4,3,1,6,a
2035992,5,sou,bur,16,7,0,1,3,2,6,-4,1,2,1,1,3,2,1,7,h
2035992,5,lond,mre,1,8,4,0,0,7,2,5,12,2,0,2,9,4,5,6,a
2035992,5,liv,bou,13,10,1,0,3,3,6,-3,3,1,1,2,4,5,-1,4,h
2035992,5,wat,wol,2,11,3,0,1,6,4,2,9,1,1,2,4,3,1,4,a
2035992,5,tot,new,3,12,2,2,0,7,3,4,8,1,1,2,4,3,1,4,h
2035992,5,eve,mbl,6,15,2,1,1,4,3,1,7,0,1,3,8,15,-7,1,d
2035992,5,cry,che,14,5,0,2,2,3,7,-4,2,2,1,1,6,5,1,7,d
2035992,5,west,kiev,9,4,2,0,2,6,10,-4,6,2,2,0,4,2,2,8,a
2035992,6,che,tot,6,2,2,2,1,6,5,1,8,3,2,0,9,4,5,11,h
2035992,6,mre,sou,4,13,3,0,2,11,5,6,9,1,1,3,5,7,-2,4,h
2035992,6,bou,cry,14,15,1,1,3,5,7,-2,4,0,3,2,3,7,-4,3,h
2035992,6,new,west,12,11,1,1,3,5,5,0,4,2,0,3,7,12,-5,6,d
2035992,6,mbl,wat,16,5,0,2,3,9,16,-7,2,3,0,2,6,5,1,9,d
2035992,6,bur,liv,9,10,2,1,2,4,5,-1,7,2,0,3,5,7,-2,6,a
2035992,6,kiev,eve,3,7,3,2,0,6,3,3,11,2,2,1,5,4,1,8,a
2035992,6,wol,lond,8,1,2,1,2,5,3,2,7,4,0,1,8,4,4,12,d
2035992,7,bur,bou,11,10,2,1,3,4,6,-2,7,2,1,3,7,7,0,7,d
2035992,7,sou,wol,14,9,1,1,4,5,10,-5,4,2,2,2,7,5,2,8,a
2035992,7,west,che,12,5,2,1,3,7,12,-5,7,3,2,1,7,5,2,11,a
2035992,7,tot,cry,3,15,3,2,1,9,5,4,11,0,3,3,3,9,-6,3,a
2035992,7,lond,mbl,1,16,4,1,1,10,6,4,13,0,3,3,10,17,-7,3,h
2035992,7,liv,mre,8,2,3,0,3,6,7,-1,9,4,0,2,14,5,9,12,d
2035992,7,wat,kiev,7,6,3,1,2,7,6,1,10,3,2,1,6,5,1,11,d
2035992,7,eve,new,4,13,3,2,1,7,4,3,11,1,2,3,5,5,0,5,h
2035992,8,bou,tot,10,8,2,2,3,8,8,0,8,3,2,2,10,10,0,11,h
2035992,8,new,wat,14,7,1,2,4,6,10,-4,5,3,2,2,8,7,1,11,h
2035992,8,che,eve,3,2,4,2,1,10,6,4,14,4,2,1,12,5,7,14,h
2035992,8,mre,bur,4,11,4,1,2,15,9,6,13,2,2,3,5,7,-2,8,h
2035992,8,wol,liv,6,9,3,2,2,9,5,4,11,3,1,3,7,8,-1,10,a
2035992,8,kiev,lond,5,1,3,3,1,7,6,1,12,5,1,1,12,6,6,16,d
2035992,8,cry,west,13,12,1,3,3,8,10,-2,6,2,1,4,8,15,-7,7,h
2035992,8,mbl,sou,16,15,0,3,4,10,19,-9,3,1,1,5,5,12,-7,4,h
2035992,9,liv,mbl,6,15,4,1,3,9,8,1,13,1,3,4,12,20,-8,6,d
2035992,9,lond,new,2,13,5,2,1,13,7,6,17,2,2,4,7,10,-3,8,d
2035992,9,bur,wol,12,7,2,2,4,5,8,-3,8,3,2,3,9,7,2,11,a
2035992,9,mre,bou,3,8,5,1,2,16,6,10,16,3,2,3,9,8,1,11,h
2035992,9,west,tot,14,10,2,1,5,8,18,-10,7,3,2,3,10,11,-1,11,h
2035992,9,sou,kiev,16,5,1,1,6,6,14,-8,4,3,4,1,8,7,1,13,a
2035992,9,eve,cry,4,11,4,2,2,12,8,4,14,2,3,3,11,10,1,9,h
2035992,9,wat,che,9,1,3,2,3,8,8,0,11,5,2,1,13,6,7,17,a
2035992,10,tot,eve,9,4,3,2,4,11,14,-3,11,5,2,2,14,9,5,17,h
2035992,10,cry,wat,12,10,2,3,4,12,12,0,9,3,2,4,8,11,-3,11,a
2035992,10,wol,mre,6,2,4,2,3,11,7,4,14,6,1,2,18,6,12,19,h
2035992,10,kiev,liv,5,7,4,4,1,9,7,2,16,4,2,3,11,10,1,14,a
2035992,10,new,sou,13,16,2,3,4,9,12,-3,9,1,1,7,6,15,-9,4,h
2035992,10,bou,west,8,11,3,2,4,9,10,-1,11,3,1,5,11,19,-8,10,d
2035992,10,mbl,bur,15,14,1,4,4,14,22,-8,7,2,2,5,5,10,-5,8,h
2035992,10,che,lond,1,3,6,2,1,16,6,10,20,5,3,1,15,9,6,18,h
2035992,11,lond,cry,3,14,5,3,2,15,11,4,18,2,3,5,14,16,-2,9,d
2035992,11,sou,che,16,1,1,1,8,6,16,-10,4,7,2,1,18,6,12,23,d
2035992,11,wat,tot,9,8,4,2,4,12,13,-1,14,4,2,4,15,16,-1,14,h
2035992,11,wol,bou,4,10,5,2,3,12,7,5,17,3,3,4,9,10,-1,12,h
2035992,11,bur,kiev,15,7,2,2,6,6,15,-9,8,4,4,2,10,10,0,16,d
2035992,11,mre,mbl,2,13,6,1,3,18,7,11,19,2,4,4,19,23,-4,10,d
2035992,11,eve,west,5,12,5,2,3,16,13,3,17,3,2,5,11,19,-8,11,a
2035992,11,liv,new,6,11,5,2,3,14,11,3,17,3,3,4,10,12,-2,12,h
2035992,12,west,wat,10,8,4,2,5,12,19,-7,14,5,2,4,14,14,0,17,d
2035992,12,mbl,wol,13,4,2,5,4,20,24,-4,11,6,2,3,13,7,6,20,h
2035992,12,kiev,mre,7,2,4,5,2,10,10,0,17,6,2,3,19,8,11,20,h
2035992,12,cry,sou,14,16,2,4,5,16,18,-2,10,1,2,8,7,17,-10,5,d
2035992,12,tot,lond,9,5,4,2,5,16,18,-2,14,5,4,2,17,13,4,19,h
2035992,12,che,liv,1,3,7,3,1,19,7,12,24,6,2,3,19,11,8,20,h
2035992,12,bou,eve,11,6,3,3,5,9,11,-2,12,5,2,4,16,14,2,17,h
2035992,12,new,bur,12,15,3,3,5,10,17,-7,12,2,3,6,6,15,-9,9,h
2035992,13,lond,west,6,12,5,4,3,18,15,3,19,4,3,5,14,21,-7,15,h
2035992,13,mre,new,2,11,6,2,4,20,10,10,20,4,3,5,12,17,-5,15,h
2035992,13,liv,cry,3,14,6,2,4,19,14,5,20,2,5,5,16,18,-2,11,h
2035992,13,mbl,bou,13,10,3,5,4,24,25,-1,14,4,3,5,11,11,0,15,d
2035992,13,wat,eve,7,8,5,3,4,16,16,0,18,5,2,5,16,16,0,17,d
2035992,13,bur,che,15,1,2,3,7,6,17,-11,9,8,3,1,22,7,15,27,a
2035992,13,wol,kiev,4,5,6,2,4,14,11,3,20,5,5,2,12,11,1,20,a
2035992,13,sou,tot,16,9,1,3,8,7,17,-10,6,5,2,5,18,19,-1,17,h
2035992,14,cry,bur,14,16,2,5,6,16,21,-5,11,2,3,8,7,20,-13,9,a
2035992,14,new,wol,12,6,4,3,6,13,20,-7,15,6,2,5,15,13,2,20,a
2035992,14,west,sou,13,15,4,3,6,14,27,-13,15,2,3,8,9,18,-9,9,h
2035992,14,bou,wat,10,7,4,4,5,12,12,0,16,5,4,4,18,18,0,19,h
2035992,14,kiev,mbl,4,11,6,5,2,14,12,2,23,3,6,4,25,26,-1,15,a
2035992,14,che,mre,1,2,9,3,1,25,8,17,30,7,2,4,23,11,12,23,a
2035992,14,eve,lond,8,5,5,3,5,18,18,0,18,6,4,3,24,15,9,22,a
2035992,14,tot,liv,9,3,5,2,6,19,21,-2,17,7,2,4,22,14,8,23,d
2035992,15,mbl,new,9,13,4,6,4,27,26,1,18,4,3,7,13,21,-8,15,h
2035992,15,sou,eve,16,11,2,3,9,9,21,-12,9,5,3,6,19,21,-2,18,h
2035992,15,wol,che,5,1,7,2,5,16,13,3,23,9,3,2,26,10,16,30,a
2035992,15,bur,tot,14,10,3,3,8,10,20,-10,12,5,3,6,20,22,-2,18,a
2035992,15,liv,west,4,12,7,3,4,23,15,8,24,5,3,6,17,27,-10,18,a
2035992,15,lond,wat,3,8,7,4,3,27,16,11,25,5,4,5,18,21,-3,19,a
2035992,15,kiev,bou,6,7,6,5,3,14,14,0,23,5,4,5,15,12,3,19,h
2035992,15,mre,cry,2,15,8,2,4,25,12,13,26,2,5,7,16,24,-8,11,d
2035992,16,mbl,che,8,1,5,6,4,29,26,3,21,10,3,2,28,10,18,33,a
2035992,16,bur,west,16,10,3,3,9,10,23,-13,12,6,3,6,19,28,-9,21,a
2035992,16,mre,tot,2,9,8,3,4,26,13,13,27,6,3,6,23,22,1,21,d
2035992,16,liv,eve,5,12,7,3,5,24,17,7,24,5,3,7,19,22,-3,18,h
2035992,16,kiev,new,3,13,7,5,3,17,15,2,26,4,3,8,13,23,-10,15,a
2035992,16,bou,lond,11,4,5,4,6,16,15,1,19,7,4,4,27,18,9,25,d
2035992,16,sou,wat,15,7,3,3,9,10,21,-11,12,6,4,5,20,21,-1,22,a
2035992,16,wol,cry,6,14,7,2,6,16,15,1,23,2,6,7,17,25,-8,12,d
2035992,17,wat,liv,6,3,7,4,5,21,21,0,25,8,3,5,30,17,13,27,d
2035992,17,new,bou,13,11,5,3,8,15,24,-9,18,5,5,6,16,15,1,20,a
2035992,17,west,mre,8,2,7,3,6,22,30,-8,24,8,4,4,27,14,13,28,d
2035992,17,cry,mbl,14,10,2,7,7,20,28,-8,13,5,6,5,30,30,0,21,a
2035992,17,lond,sou,4,15,7,5,4,27,18,9,26,3,3,10,10,22,-12,12,h
2035992,17,che,kiev,1,5,11,3,2,32,11,21,36,7,5,4,18,17,1,26,h
2035992,17,tot,wol,9,7,6,4,6,24,23,1,22,7,3,6,19,18,1,24,d
2035992,17,eve,bur,12,16,5,3,8,19,28,-9,18,3,3,10,12,26,-14,12,a
2035992,18,wol,west,7,8,7,4,6,19,18,1,25,7,4,6,22,30,-8,25,d
2035992,18,bou,sou,10,16,6,5,6,17,15,2,23,3,3,11,10,24,-14,12,h
2035992,18,liv,lond,4,3,8,4,5,31,18,13,28,8,5,4,29,18,11,29,h
2035992,18,new,che,13,1,5,3,9,15,25,-10,18,12,3,2,34,12,22,39,a
2035992,18,bur,wat,14,6,4,3,10,14,27,-13,15,7,5,5,22,22,0,26,h
2035992,18,kiev,cry,5,15,7,5,5,19,19,0,26,2,7,8,20,30,-10,13,h
2035992,18,mre,eve,2,12,8,5,4,27,14,13,29,5,3,9,20,30,-10,18,d
2035992,18,mbl,tot,9,11,6,6,5,32,30,2,24,6,5,6,24,23,1,23,a
2035992,19,west,mbl,10,11,7,5,6,24,32,-8,26,6,6,6,33,32,1,24,h
2035992,19,cry,new,15,14,2,7,9,21,33,-12,13,5,3,10,15,26,-11,18,h
2035992,19,tot,kiev,7,5,7,5,6,26,24,2,26,8,5,5,22,20,2,29,d
2035992,19,sou,liv,16,2,3,3,12,10,27,-17,12,9,4,5,33,18,15,31,d
2035992,19,eve,wol,12,8,5,4,9,21,31,-10,19,7,5,6,21,20,1,26,h
2035992,19,che,bou,1,6,13,3,2,35,12,23,42,7,5,6,20,15,5,26,d
2035992,19,lond,bur,4,13,8,5,5,29,20,9,29,5,3,10,17,28,-11,18,h
2035992,19,wat,mre,9,3,7,5,6,23,25,-2,26,8,6,4,28,15,13,30,d
2035992,20,bur,sou,14,16,5,3,11,17,31,-14,18,3,4,12,11,28,-17,13,h
2035992,20,mre,lond,4,3,8,7,4,30,17,13,31,9,5,5,32,20,12,32,a
2035992,20,bou,liv,7,2,7,6,6,22,17,5,27,9,5,5,34,19,15,32,d
2035992,20,wol,wat,10,9,7,5,7,22,23,-1,26,7,6,6,25,27,-2,27,h
2035992,20,new,tot,13,8,5,3,11,15,27,-12,18,7,6,6,28,26,2,27,h
2035992,20,mbl,eve,11,12,6,6,7,33,33,0,24,6,4,9,24,32,-8,22,h
2035992,20,che,cry,1,15,13,4,2,37,14,23,43,3,7,9,22,33,-11,16,d
2035992,20,kiev,west,5,6,8,6,5,24,22,2,30,8,5,6,25,32,-7,29,d
2035992,21,tot,che,10,1,7,6,7,28,28,0,27,13,5,2,39,16,23,44,d
2035992,21,sou,mre,16,4,3,4,13,11,29,-18,13,8,7,5,30,19,11,31,a
2035992,21,cry,bou,15,8,3,8,9,24,35,-11,17,7,7,6,24,19,5,28,d
2035992,21,west,new,6,13,8,6,6,28,35,-7,30,6,3,11,17,27,-10,21,h
2035992,21,wat,mbl,11,9,7,6,7,25,28,-3,27,7,6,7,37,33,4,27,d
2035992,21,liv,bur,3,14,9,6,5,36,21,15,33,6,3,11,18,31,-13,21,h
2035992,21,eve,kiev,12,5,6,4,10,24,36,-12,22,8,7,5,27,25,2,31,h
2035992,21,lond,wol,2,7,10,5,5,34,20,14,35,8,5,7,23,23,0,29,h
2035992,22,bou,bur,7,14,7,8,6,25,20,5,29,6,3,12,19,35,-16,21,h
2035992,22,wol,sou,8,16,8,5,8,23,25,-2,29,3,4,14,11,31,-20,13,d
2035992,22,che,west,1,5,13,6,2,41,18,23,45,9,6,6,30,35,-5,33,h
2035992,22,cry,tot,15,10,3,9,9,25,36,-11,18,7,7,7,30,30,0,28,a
2035992,22,mbl,lond,9,2,7,7,7,38,34,4,28,11,5,5,36,20,16,38,h
2035992,22,mre,liv,4,3,9,7,5,32,19,13,34,10,6,5,40,22,18,36,h
2035992,22,kiev,wat,6,11,8,7,6,27,31,-4,31,7,7,7,26,29,-3,28,h
2035992,22,new,eve,13,12,6,3,12,17,29,-12,21,7,4,10,30,36,-6,25,d
2035992,23,tot,bur,9,14,8,7,7,32,31,1,31,6,3,13,20,39,-19,21,a
2035992,23,wat,new,11,13,7,7,8,26,30,-4,28,6,4,12,19,31,-12,22,h
2035992,23,eve,che,12,1,7,5,10,32,38,-6,26,14,6,2,42,18,24,48,h
2035992,23,bur,mre,14,3,6,3,13,20,39,-19,21,10,7,5,35,20,15,37,d
2035992,23,liv,wol,4,10,10,6,6,41,25,16,36,8,6,8,23,25,-2,30,h
2035992,23,lond,kiev,2,5,11,5,6,37,24,13,38,9,7,6,28,31,-3,34,h
2035992,23,west,cry,6,15,9,6,7,30,36,-6,33,3,9,10,26,38,-12,18,a
2035992,23,sou,mbl,16,8,3,5,14,11,31,-20,14,8,7,7,42,35,7,31,a
2035992,24,mbl,liv,6,3,9,7,7,43,35,8,34,11,6,6,43,25,18,39,h
2035992,24,new,lond,13,2,6,4,13,19,35,-16,22,12,5,6,40,24,16,41,h
2035992,24,wol,bur,11,14,8,6,9,23,27,-4,30,6,4,13,20,39,-19,22,h
2035992,24,bou,mre,5,4,9,8,6,30,21,9,35,10,8,5,35,20,15,38,d
2035992,24,tot,west,9,8,8,7,8,32,32,0,31,9,6,8,30,37,-7,33,h
2035992,24,kiev,sou,7,16,9,7,7,28,34,-6,34,3,5,15,11,32,-21,14,h
2035992,24,cry,eve,15,12,4,9,10,27,38,-11,21,8,5,10,34,39,-5,29,h
2035992,24,che,wat,1,10,14,6,3,43,20,23,48,8,7,8,30,30,0,31,h
2035992,25,eve,tot,12,8,8,5,11,34,41,-7,29,9,7,8,35,32,3,34,h
2035992,25,wat,cry,11,14,8,7,9,31,34,-3,31,5,9,10,29,38,-9,24,h
2035992,25,mre,wol,3,9,10,9,5,36,21,15,39,9,6,9,24,27,-3,33,a
2035992,25,liv,kiev,4,6,11,6,7,43,29,14,39,10,7,7,29,34,-5,37,d
2035992,25,sou,new,16,13,3,5,16,11,33,-22,14,7,4,13,21,36,-15,25,d
2035992,25,west,bou,10,7,9,6,9,30,40,-10,33,9,9,6,31,22,9,36,h
2035992,25,bur,mbl,15,5,6,4,14,20,40,-20,22,10,7,7,47,35,12,37,a
2035992,25,lond,che,2,1,12,5,7,41,26,15,41,15,6,3,47,21,26,51,d
2035992,26,cry,lond,14,2,5,9,11,31,41,-10,24,12,6,7,43,28,15,42,a
2035992,26,che,sou,1,16,15,7,3,49,23,26,52,3,6,16,11,33,-22,15,h
2035992,26,tot,wat,10,11,9,7,9,37,35,2,34,9,7,9,34,36,-2,34,h
2035992,26,bou,wol,7,8,9,9,7,32,24,8,36,10,6,9,27,28,-1,36,a
2035992,26,kiev,bur,6,15,10,8,7,30,35,-5,38,6,4,15,20,43,-23,22,h
2035992,26,mbl,mre,3,5,11,7,7,50,35,15,40,10,9,6,37,24,13,39,a
2035992,26,west,eve,9,12,10,6,9,32,41,-9,36,9,5,11,37,43,-6,32,a
2035992,26,new,liv,13,4,7,5,13,21,36,-15,26,11,7,7,44,30,14,40,d
2035992,27,wat,west,12,10,9,7,10,34,39,-5,34,10,6,10,32,44,-12,36,d
2035992,27,wol,mbl,7,6,11,6,9,29,28,1,39,11,7,8,50,36,14,40,d
2035992,27,mre,kiev,3,5,11,9,6,38,24,14,42,11,8,7,31,35,-4,41,d
2035992,27,sou,cry,16,14,3,6,17,12,35,-23,15,5,9,12,31,45,-14,24,h
2035992,27,lond,tot,2,8,13,6,7,47,28,19,45,10,7,9,40,35,5,37,h
2035992,27,liv,che,4,1,11,8,7,46,32,14,41,16,7,3,51,24,27,55,a
2035992,27,eve,bou,11,9,10,5,11,40,43,-3,35,9,9,8,32,26,6,36,h
2035992,27,bur,new,15,13,6,4,16,20,44,-24,22,7,6,13,23,38,-15,27,h
2035992,28,west,lond,10,2,10,7,10,33,45,-12,37,14,6,7,49,28,21,48,a
2035992,28,new,mre,13,3,7,6,14,23,39,-16,27,11,10,6,40,26,14,43,a
2035992,28,cry,liv,15,6,5,9,13,31,47,-16,24,11,8,8,46,33,13,41,a
2035992,28,bou,mbl,11,5,9,9,9,33,28,5,36,11,8,8,51,37,14,41,d
2035992,28,eve,wat,8,12,11,5,11,42,44,-2,38,9,8,10,35,40,-5,35,a
2035992,28,che,bur,1,14,17,7,3,52,24,28,58,7,4,16,21,44,-23,25,a
2035992,28,kiev,wol,4,7,11,9,7,33,37,-4,42,11,7,9,30,29,1,40,h
2035992,28,tot,sou,9,16,10,7,10,40,37,3,37,4,6,17,14,35,-21,18,h
2035992,29,bur,cry,13,15,8,4,16,24,44,-20,28,5,9,14,32,50,-18,24,h
2035992,29,wol,new,8,14,11,7,10,30,30,0,40,7,6,15,23,40,-17,27,h
2035992,29,sou,west,16,11,4,6,18,14,36,-22,18,10,7,10,33,45,-12,37,h
2035992,29,wat,bou,9,12,10,8,10,37,40,-3,38,9,9,9,33,28,5,36,d
2035992,29,mbl,kiev,6,4,11,9,8,52,38,14,42,12,9,7,34,37,-3,45,h
2035992,29,mre,che,3,1,12,10,6,41,26,15,46,17,7,4,52,27,25,58,h
2035992,29,lond,eve,2,10,15,6,7,51,29,22,51,11,5,12,42,46,-4,38,h
2035992,29,liv,tot,5,7,12,8,8,49,34,15,44,11,7,10,41,37,4,40,a
2035992,30,new,mbl,14,4,7,6,16,23,43,-20,27,12,9,8,57,40,17,45,h
2035992,30,eve,sou,10,16,11,5,13,42,47,-5,38,5,6,18,16,36,-20,21,a
2035992,30,che,wol,1,8,17,7,5,54,30,24,58,12,7,10,33,30,3,43,h
2035992,30,tot,bur,7,13,12,7,10,43,37,6,43,9,4,16,24,44,-20,31,h
2035992,30,west,liv,12,6,10,7,11,33,47,-14,37,12,8,9,49,36,13,44,a
2035992,30,wat,lond,9,2,10,9,10,38,41,-3,39,16,6,7,52,29,23,54,d
2035992,30,bou,kiev,11,5,9,10,9,34,29,5,37,12,9,8,36,42,-6,45,h
